id,title,icon,minIcon,bagType,bindType,diamondPrice,attrId,color,suitPartId,broadcast,level,career,model,a_fx_1,a_fx_2,a_fx_3,a_fx_4,reward,buffs,isShow,propType,useVip,k_useType_1,v_useType_1,k_useType_2,v_useType_2,k_useType_3,v_useType_3,k_useType_4,v_useType_4,goldPrice,diamondReplace,isflash,cdGroup,dailyTimes,interval,limType,morphIds,des,way,addTime,weapon,legend,endRow
1065017,龙皮项圈,Eq_10607,,1,3,3200,1065017,5,,,50,1,,116,114,,,,,1,,,,,,,,,,,,,,,,,,,由黑龙皮制成，只有消灭过黑龙的游侠才有资格使用,,,,,
1065018,龙皮印戒,Eq_10608,,1,3,3200,1065018,5,,,50,1,,116,114,,,,,1,,,,,,,,,,,,,,,,,,,由黑龙皮制成，只有消灭过黑龙的游侠才有资格使用,,,,,
1065021,精灵祝福之杖,Eq_20601,,1,3,3200,1065021,5,,,50,2,,115,114,,,,,1,,,,,,,,,,,,,,,,,,,受过木精灵的祝福，是难得的宝物,,,,,
1065022,精灵祝福头冠,Eq_20602,,1,3,3200,1065022,5,,,50,2,,116,114,,,,,1,,,,,,,,,,,,,,,,,,,受过木精灵的祝福，是难得的宝物,,,,,
1065023,精灵祝福衬肩,Eq_20603,,1,3,3200,1065023,5,,,50,2,,116,114,,,,,1,,,,,,,,,,,,,,,,,,,受过木精灵的祝福，是难得的宝物,,,,,
1065024,精灵祝福上衣,Eq_20604,,1,3,3200,1065024,5,,,50,2,,116,114,,,,,1,,,,,,,,,,,,,,,,,,,受过木精灵的祝福，是难得的宝物,,,,,
1065025,精灵祝福褶裙,Eq_20605,,1,3,3200,1065025,5,,,50,2,,116,114,,,,,1,,,,,,,,,,,,,,,,,,,受过木精灵的祝福，是难得的宝物,,,,,
1065026,精灵祝福短靴,Eq_20606,,1,3,3200,1065026,5,,,50,2,,116,114,,,,,1,,,,,,,,,,,,,,,,,,,受过木精灵的祝福，是难得的宝物,,,,,
1065027,精灵祝福吊坠,Eq_20607,,1,3,3200,1065027,5,,,50,2,,116,114,,,,,1,,,,,,,,,,,,,,,,,,,受过木精灵的祝福，是难得的宝物,,,,,
1065028,精灵祝福玺戒,Eq_20608,,1,3,3200,1065028,5,,,50,2,,116,114,,,,,1,,,,,,,,,,,,,,,,,,,受过木精灵的祝福，是难得的宝物,,,,,
1065031,辉煌重剑,Eq_30601,,1,3,3200,1065031,5,,,50,3,,115,114,,,,,1,,,,,,,,,,,,,,,,,,,由黄金打造而成，金光耀眼，辉煌璀璨,,,,,
1065032,辉煌头盔,Eq_30602,,1,3,3200,1065032,5,,,50,3,,116,114,,,,,1,,,,,,,,,,,,,,,,,,,由黄金打造而成，金光耀眼，辉煌璀璨,,,,,
1065033,辉煌护肩,Eq_30603,,1,3,3200,1065033,5,,,50,3,,116,114,,,,,1,,,,,,,,,,,,,,,,,,,由黄金打造而成，金光耀眼，辉煌璀璨,,,,,
1065034,辉煌胸甲,Eq_30604,,1,3,3200,1065034,5,,,50,3,,116,114,,,,,1,,,,,,,,,,,,,,,,,,,由黄金打造而成，金光耀眼，辉煌璀璨,,,,,
1065035,辉煌护腿,Eq_30605,,1,3,3200,1065035,5,,,50,3,,116,114,,,,,1,,,,,,,,,,,,,,,,,,,由黄金打造而成，金光耀眼，辉煌璀璨,,,,,
1065036,辉煌护胫,Eq_30606,,1,3,3200,1065036,5,,,50,3,,116,114,,,,,1,,,,,,,,,,,,,,,,,,,由黄金打造而成，金光耀眼，辉煌璀璨,,,,,
1065037,辉煌项链,Eq_30607,,1,3,3200,1065037,5,,,50,3,,116,114,,,,,1,,,,,,,,,,,,,,,,,,,由黄金打造而成，金光耀眼，辉煌璀璨,,,,,
1065038,辉煌戒指,Eq_30608,,1,3,3200,1065038,5,,,50,3,,116,114,,,,,1,,,,,,,,,,,,,,,,,,,由黄金打造而成，金光耀眼，辉煌璀璨,,,,,
1071011,群鸦之翼,Eq_10701,,1,2,9,1071011,1,,,55,1,,115,110,,,,,1,,,,,,,,,,,,,,,,,,,纹有许多特殊符文，形似鸦嘴，故名群鸦,,,,,
1071012,群鸦罩帽,Eq_10702,,1,2,9,1071012,1,,,55,1,,116,110,,,,,1,,,,,,,,,,,,,,,,,,,纹有许多特殊符文，形似鸦嘴，故名群鸦,,,,,
1071013,群鸦肩卫,Eq_10703,,1,2,9,1071013,1,,,55,1,,116,110,,,,,1,,,,,,,,,,,,,,,,,,,纹有许多特殊符文，形似鸦嘴，故名群鸦,,,,,
1071014,群鸦外套,Eq_10704,,1,2,9,1071014,1,,,55,1,,116,110,,,,,1,,,,,,,,,,,,,,,,,,,纹有许多特殊符文，形似鸦嘴，故名群鸦,,,,,
1071015,群鸦护腿,Eq_10705,,1,2,9,1071015,1,,,55,1,,116,110,,,,,1,,,,,,,,,,,,,,,,,,,纹有许多特殊符文，形似鸦嘴，故名群鸦,,,,,
1071016,群鸦战靴,Eq_10706,,1,2,9,1071016,1,,,55,1,,116,110,,,,,1,,,,,,,,,,,,,,,,,,,纹有许多特殊符文，形似鸦嘴，故名群鸦,,,,,
1071017,群鸦垂饰,Eq_10707,,1,2,9,1071017,1,,,55,1,,116,110,,,,,1,,,,,,,,,,,,,,,,,,,纹有许多特殊符文，形似鸦嘴，故名群鸦,,,,,
1071018,群鸦对戒,Eq_10708,,1,2,9,1071018,1,,,55,1,,116,110,,,,,1,,,,,,,,,,,,,,,,,,,纹有许多特殊符文，形似鸦嘴，故名群鸦,,,,,
1071021,碎魂法杖,Eq_20701,,1,2,9,1071021,1,,,55,2,,115,110,,,,,1,,,,,,,,,,,,,,,,,,,汇聚了强大的精神魔力，震碎心魂,,,,,
1071022,碎魂头冠,Eq_20702,,1,2,9,1071022,1,,,55,2,,116,110,,,,,1,,,,,,,,,,,,,,,,,,,汇聚了强大的精神魔力，震碎心魂,,,,,
1071023,碎魂披肩,Eq_20703,,1,2,9,1071023,1,,,55,2,,116,110,,,,,1,,,,,,,,,,,,,,,,,,,汇聚了强大的精神魔力，震碎心魂,,,,,
1071024,碎魂上衣,Eq_20704,,1,2,9,1071024,1,,,55,2,,116,110,,,,,1,,,,,,,,,,,,,,,,,,,汇聚了强大的精神魔力，震碎心魂,,,,,
1071025,碎魂下摆,Eq_20705,,1,2,9,1071025,1,,,55,2,,116,110,,,,,1,,,,,,,,,,,,,,,,,,,汇聚了强大的精神魔力，震碎心魂,,,,,
1071026,碎魂便鞋,Eq_20706,,1,2,9,1071026,1,,,55,2,,116,110,,,,,1,,,,,,,,,,,,,,,,,,,汇聚了强大的精神魔力，震碎心魂,,,,,
1071027,碎魂吊坠,Eq_20707,,1,2,9,1071027,1,,,55,2,,116,110,,,,,1,,,,,,,,,,,,,,,,,,,汇聚了强大的精神魔力，震碎心魂,,,,,
1071028,碎魂之戒,Eq_20708,,1,2,9,1071028,1,,,55,2,,116,110,,,,,1,,,,,,,,,,,,,,,,,,,汇聚了强大的精神魔力，震碎心魂,,,,,
1071031,烈焰骑士之锋,Eq_30701,,1,2,9,1071031,1,,,55,3,,115,110,,,,,1,,,,,,,,,,,,,,,,,,,烈焰骑士的标准装备，如火一般炙热,,,,,
1071032,烈焰骑士头冠,Eq_30702,,1,2,9,1071032,1,,,55,3,,116,110,,,,,1,,,,,,,,,,,,,,,,,,,烈焰骑士的标准装备，如火一般炙热,,,,,
1071033,烈焰骑士肩甲,Eq_30703,,1,2,9,1071033,1,,,55,3,,116,110,,,,,1,,,,,,,,,,,,,,,,,,,烈焰骑士的标准装备，如火一般炙热,,,,,
1071034,烈焰骑士之铠,Eq_30704,,1,2,9,1071034,1,,,55,3,,116,110,,,,,1,,,,,,,,,,,,,,,,,,,烈焰骑士的标准装备，如火一般炙热,,,,,
1071035,烈焰骑士腿铠,Eq_30705,,1,2,9,1071035,1,,,55,3,,116,110,,,,,1,,,,,,,,,,,,,,,,,,,烈焰骑士的标准装备，如火一般炙热,,,,,
1071036,烈焰骑士马靴,Eq_30706,,1,2,9,1071036,1,,,55,3,,116,110,,,,,1,,,,,,,,,,,,,,,,,,,烈焰骑士的标准装备，如火一般炙热,,,,,
1071037,烈焰骑士挂坠,Eq_30707,,1,2,9,1071037,1,,,55,3,,116,110,,,,,1,,,,,,,,,,,,,,,,,,,烈焰骑士的标准装备，如火一般炙热,,,,,
1071038,烈焰骑士指环,Eq_30708,,1,2,9,1071038,1,,,55,3,,116,110,,,,,1,,,,,,,,,,,,,,,,,,,烈焰骑士的标准装备，如火一般炙热,,,,,
1072011,群鸦之翼,Eq_10701,,1,2,18,1072011,2,,,55,1,,115,111,,,,,1,,,,,,,,,,,,,,,,,,,纹有许多特殊符文，形似鸦嘴，故名群鸦,,,,,
1072012,群鸦罩帽,Eq_10702,,1,2,18,1072012,2,,,55,1,,116,111,,,,,1,,,,,,,,,,,,,,,,,,,纹有许多特殊符文，形似鸦嘴，故名群鸦,,,,,
1072013,群鸦肩卫,Eq_10703,,1,2,18,1072013,2,,,55,1,,116,111,,,,,1,,,,,,,,,,,,,,,,,,,纹有许多特殊符文，形似鸦嘴，故名群鸦,,,,,
1072014,群鸦外套,Eq_10704,,1,2,18,1072014,2,,,55,1,,116,111,,,,,1,,,,,,,,,,,,,,,,,,,纹有许多特殊符文，形似鸦嘴，故名群鸦,,,,,
1072015,群鸦护腿,Eq_10705,,1,2,18,1072015,2,,,55,1,,116,111,,,,,1,,,,,,,,,,,,,,,,,,,纹有许多特殊符文，形似鸦嘴，故名群鸦,,,,,
1072016,群鸦战靴,Eq_10706,,1,2,18,1072016,2,,,55,1,,116,111,,,,,1,,,,,,,,,,,,,,,,,,,纹有许多特殊符文，形似鸦嘴，故名群鸦,,,,,
1072017,群鸦垂饰,Eq_10707,,1,2,18,1072017,2,,,55,1,,116,111,,,,,1,,,,,,,,,,,,,,,,,,,纹有许多特殊符文，形似鸦嘴，故名群鸦,,,,,
1072018,群鸦对戒,Eq_10708,,1,2,18,1072018,2,,,55,1,,116,111,,,,,1,,,,,,,,,,,,,,,,,,,纹有许多特殊符文，形似鸦嘴，故名群鸦,,,,,
1072021,碎魂法杖,Eq_20701,,1,2,18,1072021,2,,,55,2,,115,111,,,,,1,,,,,,,,,,,,,,,,,,,汇聚了强大的精神魔力，震碎心魂,,,,,
1072022,碎魂头冠,Eq_20702,,1,2,18,1072022,2,,,55,2,,116,111,,,,,1,,,,,,,,,,,,,,,,,,,汇聚了强大的精神魔力，震碎心魂,,,,,
1072023,碎魂披肩,Eq_20703,,1,2,18,1072023,2,,,55,2,,116,111,,,,,1,,,,,,,,,,,,,,,,,,,汇聚了强大的精神魔力，震碎心魂,,,,,
1072024,碎魂上衣,Eq_20704,,1,2,18,1072024,2,,,55,2,,116,111,,,,,1,,,,,,,,,,,,,,,,,,,汇聚了强大的精神魔力，震碎心魂,,,,,
1072025,碎魂下摆,Eq_20705,,1,2,18,1072025,2,,,55,2,,116,111,,,,,1,,,,,,,,,,,,,,,,,,,汇聚了强大的精神魔力，震碎心魂,,,,,
1072026,碎魂便鞋,Eq_20706,,1,2,18,1072026,2,,,55,2,,116,111,,,,,1,,,,,,,,,,,,,,,,,,,汇聚了强大的精神魔力，震碎心魂,,,,,
1072027,碎魂吊坠,Eq_20707,,1,2,18,1072027,2,,,55,2,,116,111,,,,,1,,,,,,,,,,,,,,,,,,,汇聚了强大的精神魔力，震碎心魂,,,,,
1072028,碎魂之戒,Eq_20708,,1,2,18,1072028,2,,,55,2,,116,111,,,,,1,,,,,,,,,,,,,,,,,,,汇聚了强大的精神魔力，震碎心魂,,,,,
1072031,烈焰骑士之锋,Eq_30701,,1,2,18,1072031,2,,,55,3,,115,111,,,,,1,,,,,,,,,,,,,,,,,,,烈焰骑士的标准装备，如火一般炙热,,,,,
1072032,烈焰骑士头冠,Eq_30702,,1,2,18,1072032,2,,,55,3,,116,111,,,,,1,,,,,,,,,,,,,,,,,,,烈焰骑士的标准装备，如火一般炙热,,,,,
1072033,烈焰骑士肩甲,Eq_30703,,1,2,18,1072033,2,,,55,3,,116,111,,,,,1,,,,,,,,,,,,,,,,,,,烈焰骑士的标准装备，如火一般炙热,,,,,
1072034,烈焰骑士之铠,Eq_30704,,1,2,18,1072034,2,,,55,3,,116,111,,,,,1,,,,,,,,,,,,,,,,,,,烈焰骑士的标准装备，如火一般炙热,,,,,
1072035,烈焰骑士腿铠,Eq_30705,,1,2,18,1072035,2,,,55,3,,116,111,,,,,1,,,,,,,,,,,,,,,,,,,烈焰骑士的标准装备，如火一般炙热,,,,,
1072036,烈焰骑士马靴,Eq_30706,,1,2,18,1072036,2,,,55,3,,116,111,,,,,1,,,,,,,,,,,,,,,,,,,烈焰骑士的标准装备，如火一般炙热,,,,,
1072037,烈焰骑士挂坠,Eq_30707,,1,2,18,1072037,2,,,55,3,,116,111,,,,,1,,,,,,,,,,,,,,,,,,,烈焰骑士的标准装备，如火一般炙热,,,,,
1072038,烈焰骑士指环,Eq_30708,,1,2,18,1072038,2,,,55,3,,116,111,,,,,1,,,,,,,,,,,,,,,,,,,烈焰骑士的标准装备，如火一般炙热,,,,,
1073011,群鸦之翼,Eq_10701,,1,3,90,1073011,3,,,55,1,,115,112,,,,,1,,,,,,,,,,,,,,,,,,,纹有许多特殊符文，形似鸦嘴，故名群鸦,,,,,
1073012,群鸦罩帽,Eq_10702,,1,3,90,1073012,3,,,55,1,,116,112,,,,,1,,,,,,,,,,,,,,,,,,,纹有许多特殊符文，形似鸦嘴，故名群鸦,,,,,
1073013,群鸦肩卫,Eq_10703,,1,3,90,1073013,3,,,55,1,,116,112,,,,,1,,,,,,,,,,,,,,,,,,,纹有许多特殊符文，形似鸦嘴，故名群鸦,,,,,
1073014,群鸦外套,Eq_10704,,1,3,90,1073014,3,,,55,1,,116,112,,,,,1,,,,,,,,,,,,,,,,,,,纹有许多特殊符文，形似鸦嘴，故名群鸦,,,,,
1073015,群鸦护腿,Eq_10705,,1,3,90,1073015,3,,,55,1,,116,112,,,,,1,,,,,,,,,,,,,,,,,,,纹有许多特殊符文，形似鸦嘴，故名群鸦,,,,,
1073016,群鸦战靴,Eq_10706,,1,3,90,1073016,3,,,55,1,,116,112,,,,,1,,,,,,,,,,,,,,,,,,,纹有许多特殊符文，形似鸦嘴，故名群鸦,,,,,
1073017,群鸦垂饰,Eq_10707,,1,3,90,1073017,3,,,55,1,,116,112,,,,,1,,,,,,,,,,,,,,,,,,,纹有许多特殊符文，形似鸦嘴，故名群鸦,,,,,
1073018,群鸦对戒,Eq_10708,,1,3,90,1073018,3,,,55,1,,116,112,,,,,1,,,,,,,,,,,,,,,,,,,纹有许多特殊符文，形似鸦嘴，故名群鸦,,,,,
1073021,碎魂法杖,Eq_20701,,1,3,90,1073021,3,,,55,2,,115,112,,,,,1,,,,,,,,,,,,,,,,,,,汇聚了强大的精神魔力，震碎心魂,,,,,
1073022,碎魂头冠,Eq_20702,,1,3,90,1073022,3,,,55,2,,116,112,,,,,1,,,,,,,,,,,,,,,,,,,汇聚了强大的精神魔力，震碎心魂,,,,,
1073023,碎魂披肩,Eq_20703,,1,3,90,1073023,3,,,55,2,,116,112,,,,,1,,,,,,,,,,,,,,,,,,,汇聚了强大的精神魔力，震碎心魂,,,,,
1073024,碎魂上衣,Eq_20704,,1,3,90,1073024,3,,,55,2,,116,112,,,,,1,,,,,,,,,,,,,,,,,,,汇聚了强大的精神魔力，震碎心魂,,,,,
1073025,碎魂下摆,Eq_20705,,1,3,90,1073025,3,,,55,2,,116,112,,,,,1,,,,,,,,,,,,,,,,,,,汇聚了强大的精神魔力，震碎心魂,,,,,
1073026,碎魂便鞋,Eq_20706,,1,3,90,1073026,3,,,55,2,,116,112,,,,,1,,,,,,,,,,,,,,,,,,,汇聚了强大的精神魔力，震碎心魂,,,,,
1073027,碎魂吊坠,Eq_20707,,1,3,90,1073027,3,,,55,2,,116,112,,,,,1,,,,,,,,,,,,,,,,,,,汇聚了强大的精神魔力，震碎心魂,,,,,
1073028,碎魂之戒,Eq_20708,,1,3,90,1073028,3,,,55,2,,116,112,,,,,1,,,,,,,,,,,,,,,,,,,汇聚了强大的精神魔力，震碎心魂,,,,,
1073031,烈焰骑士之锋,Eq_30701,,1,3,90,1073031,3,,,55,3,,115,112,,,,,1,,,,,,,,,,,,,,,,,,,烈焰骑士的标准装备，如火一般炙热,,,,,
1073032,烈焰骑士头冠,Eq_30702,,1,3,90,1073032,3,,,55,3,,116,112,,,,,1,,,,,,,,,,,,,,,,,,,烈焰骑士的标准装备，如火一般炙热,,,,,
1073033,烈焰骑士肩甲,Eq_30703,,1,3,90,1073033,3,,,55,3,,116,112,,,,,1,,,,,,,,,,,,,,,,,,,烈焰骑士的标准装备，如火一般炙热,,,,,
1073034,烈焰骑士之铠,Eq_30704,,1,3,90,1073034,3,,,55,3,,116,112,,,,,1,,,,,,,,,,,,,,,,,,,烈焰骑士的标准装备，如火一般炙热,,,,,
1073035,烈焰骑士腿铠,Eq_30705,,1,3,90,1073035,3,,,55,3,,116,112,,,,,1,,,,,,,,,,,,,,,,,,,烈焰骑士的标准装备，如火一般炙热,,,,,
1073036,烈焰骑士马靴,Eq_30706,,1,3,90,1073036,3,,,55,3,,116,112,,,,,1,,,,,,,,,,,,,,,,,,,烈焰骑士的标准装备，如火一般炙热,,,,,
1073037,烈焰骑士挂坠,Eq_30707,,1,3,90,1073037,3,,,55,3,,116,112,,,,,1,,,,,,,,,,,,,,,,,,,烈焰骑士的标准装备，如火一般炙热,,,,,
1073038,烈焰骑士指环,Eq_30708,,1,3,90,1073038,3,,,55,3,,116,112,,,,,1,,,,,,,,,,,,,,,,,,,烈焰骑士的标准装备，如火一般炙热,,,,,
1074011,群鸦之翼,Eq_10701,,1,3,1200,1074011,4,,,55,1,,115,113,,,,,1,,,,,,,,,,,,,,,,,,,纹有许多特殊符文，形似鸦嘴，故名群鸦,,,,,
1074012,群鸦罩帽,Eq_10702,,1,3,1200,1074012,4,,,55,1,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,纹有许多特殊符文，形似鸦嘴，故名群鸦,,,,,
1074013,群鸦肩卫,Eq_10703,,1,3,1200,1074013,4,,,55,1,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,纹有许多特殊符文，形似鸦嘴，故名群鸦,,,,,
1074014,群鸦外套,Eq_10704,,1,3,1200,1074014,4,,,55,1,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,纹有许多特殊符文，形似鸦嘴，故名群鸦,,,,,
1074015,群鸦护腿,Eq_10705,,1,3,1200,1074015,4,,,55,1,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,纹有许多特殊符文，形似鸦嘴，故名群鸦,,,,,
1074016,群鸦战靴,Eq_10706,,1,3,1200,1074016,4,,,55,1,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,纹有许多特殊符文，形似鸦嘴，故名群鸦,,,,,
1074017,群鸦垂饰,Eq_10707,,1,3,1200,1074017,4,,,55,1,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,纹有许多特殊符文，形似鸦嘴，故名群鸦,,,,,
1074018,群鸦对戒,Eq_10708,,1,3,1200,1074018,4,,,55,1,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,纹有许多特殊符文，形似鸦嘴，故名群鸦,,,,,
1074021,碎魂法杖,Eq_20701,,1,3,1200,1074021,4,,,55,2,,115,113,,,,,1,,,,,,,,,,,,,,,,,,,汇聚了强大的精神魔力，震碎心魂,,,,,
1074022,碎魂头冠,Eq_20702,,1,3,1200,1074022,4,,,55,2,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,汇聚了强大的精神魔力，震碎心魂,,,,,
1074023,碎魂披肩,Eq_20703,,1,3,1200,1074023,4,,,55,2,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,汇聚了强大的精神魔力，震碎心魂,,,,,
1074024,碎魂上衣,Eq_20704,,1,3,1200,1074024,4,,,55,2,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,汇聚了强大的精神魔力，震碎心魂,,,,,
1074025,碎魂下摆,Eq_20705,,1,3,1200,1074025,4,,,55,2,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,汇聚了强大的精神魔力，震碎心魂,,,,,
1074026,碎魂便鞋,Eq_20706,,1,3,1200,1074026,4,,,55,2,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,汇聚了强大的精神魔力，震碎心魂,,,,,
1074027,碎魂吊坠,Eq_20707,,1,3,1200,1074027,4,,,55,2,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,汇聚了强大的精神魔力，震碎心魂,,,,,
1074028,碎魂之戒,Eq_20708,,1,3,1200,1074028,4,,,55,2,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,汇聚了强大的精神魔力，震碎心魂,,,,,
1074031,烈焰骑士之锋,Eq_30701,,1,3,1200,1074031,4,,,55,3,,115,113,,,,,1,,,,,,,,,,,,,,,,,,,烈焰骑士的标准装备，如火一般炙热,,,,,
1074032,烈焰骑士头冠,Eq_30702,,1,3,1200,1074032,4,,,55,3,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,烈焰骑士的标准装备，如火一般炙热,,,,,
1074033,烈焰骑士肩甲,Eq_30703,,1,3,1200,1074033,4,,,55,3,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,烈焰骑士的标准装备，如火一般炙热,,,,,
1074034,烈焰骑士之铠,Eq_30704,,1,3,1200,1074034,4,,,55,3,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,烈焰骑士的标准装备，如火一般炙热,,,,,
1074035,烈焰骑士腿铠,Eq_30705,,1,3,1200,1074035,4,,,55,3,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,烈焰骑士的标准装备，如火一般炙热,,,,,
1074036,烈焰骑士马靴,Eq_30706,,1,3,1200,1074036,4,,,55,3,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,烈焰骑士的标准装备，如火一般炙热,,,,,
1074037,烈焰骑士挂坠,Eq_30707,,1,3,1200,1074037,4,,,55,3,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,烈焰骑士的标准装备，如火一般炙热,,,,,
1074038,烈焰骑士指环,Eq_30708,,1,3,1200,1074038,4,,,55,3,,116,113,,,,,1,,,,,,,,,,,,,,,,,,,烈焰骑士的标准装备，如火一般炙热,,,,,
1075011,群鸦之翼,Eq_10701,,1,3,3600,1075011,5,,,55,1,,115,114,,,,,1,,,,,,,,,,,,,,,,,,,纹有许多特殊符文，形似鸦嘴，故名群鸦,,,,,
1075012,群鸦罩帽,Eq_10702,,1,3,3600,1075012,5,,,55,1,,116,114,,,,,1,,,,,,,,,,,,,,,,,,,纹有许多特殊符文，形似鸦嘴，故名群鸦,,,,,
1075013,群鸦肩卫,Eq_10703,,1,3,3600,1075013,5,,,55,1,,116,114,,,,,1,,,,,,,,,,,,,,,,,,,纹有许多特殊符文，形似鸦嘴，故名群鸦,,,,,
1075014,群鸦外套,Eq_10704,,1,3,3600,1075014,5,,,55,1,,116,114,,,,,1,,,,,,,,,,,,,,,,,,,纹有许多特殊符文，形似鸦嘴，故名群鸦,,,,,
1075015,群鸦护腿,Eq_10705,,1,3,3600,1075015,5,,,55,1,,116,114,,,,,1,,,,,,,,,,,,,,,,,,,纹有许多特殊符文，形似鸦嘴，故名群鸦,,,,,
1075016,群鸦战靴,Eq_10706,,1,3,3600,1075016,5,,,55,1,,116,114,,,,,1,,,,,,,,,,,,,,,,,,,纹有许多特殊符文，形似鸦嘴，故名群鸦,,,,,
1075017,群鸦垂饰,Eq_10707,,1,3,3600,1075017,5,,,55,1,,116,114,,,,,1,,,,,,,,,,,,,,,,,,,纹有许多特殊符文，形似鸦嘴，故名群鸦,,,,,
1075018,群鸦对戒,Eq_10708,,1,3,3600,1075018,5,,,55,1,,116,114,,,,,1,,,,,,,,,,,,,,,,,,,纹有许多特殊符文，形似鸦嘴，故名群鸦,,,,,
1075021,碎魂法杖,Eq_20701,,1,3,3600,1075021,5,,,55,2,,115,114,,,,,1,,,,,,,,,,,,,,,,,,,汇聚了强大的精神魔力，震碎心魂,,,,,
1075022,碎魂头冠,Eq_20702,,1,3,3600,1075022,5,,,55,2,,116,114,,,,,1,,,,,,,,,,,,,,,,,,,汇聚了强大的精神魔力，震碎心魂,,,,,
1075023,碎魂披肩,Eq_20703,,1,3,3600,1075023,5,,,55,2,,116,114,,,,,1,,,,,,,,,,,,,,,,,,,汇聚了强大的精神魔力，震碎心魂,,,,,
1075024,碎魂上衣,Eq_20704,,1,3,3600,1075024,5,,,55,2,,116,114,,,,,1,,,,,,,,,,,,,,,,,,,汇聚了强大的精神魔力，震碎心魂,,,,,
1075025,碎魂下摆,Eq_20705,,1,3,3600,1075025,5,,,55,2,,116,114,,,,,1,,,,,,,,,,,,,,,,,,,汇聚了强大的精神魔力，震碎心魂,,,,,
1075026,碎魂便鞋,Eq_20706,,1,3,3600,1075026,5,,,55,2,,116,114,,,,,1,,,,,,,,,,,,,,,,,,,汇聚了强大的精神魔力，震碎心魂,,,,,
1075027,碎魂吊坠,Eq_20707,,1,3,3600,1075027,5,,,55,2,,116,114,,,,,1,,,,,,,,,,,,,,,,,,,汇聚了强大的精神魔力，震碎心魂,,,,,
1075028,碎魂之戒,Eq_20708,,1,3,3600,1075028,5,,,55,2,,116,114,,,,,1,,,,,,,,,,,,,,,,,,,汇聚了强大的精神魔力，震碎心魂,,,,,
1075031,烈焰骑士之锋,Eq_30701,,1,3,3600,1075031,5,,,55,3,,115,114,,,,,1,,,,,,,,,,,,,,,,,,,烈焰骑士的标准装备，如火一般炙热,,,,,
1075032,烈焰骑士头冠,Eq_30702,,1,3,3600,1075032,5,,,55,3,,116,114,,,,,1,,,,,,,,,,,,,,,,,,,烈焰骑士的标准装备，如火一般炙热,,,,,
1075033,烈焰骑士肩甲,Eq_30703,,1,3,3600,1075033,5,,,55,3,,116,114,,,,,1,,,,,,,,,,,,,,,,,,,烈焰骑士的标准装备，如火一般炙热,,,,,
1075034,烈焰骑士之铠,Eq_30704,,1,3,3600,1075034,5,,,55,3,,116,114,,,,,1,,,,,,,,,,,,,,,,,,,烈焰骑士的标准装备，如火一般炙热,,,,,
1075035,烈焰骑士腿铠,Eq_30705,,1,3,3600,1075035,5,,,55,3,,116,114,,,,,1,,,,,,,,,,,,,,,,,,,烈焰骑士的标准装备，如火一般炙热,,,,,
1075036,烈焰骑士马靴,Eq_30706,,1,3,3600,1075036,5,,,55,3,,116,114,,,,,1,,,,,,,,,,,,,,,,,,,烈焰骑士的标准装备，如火一般炙热,,,,,
1075037,烈焰骑士挂坠,Eq_30707,,1,3,3600,1075037,5,,,55,3,,116,114,,,,,1,,,,,,,,,,,,,,,,,,,烈焰骑士的标准装备，如火一般炙热,,,,,
1075038,烈焰骑士指环,Eq_30708,,1,3,3600,1075038,5,,,55,3,,116,114,,,,,1,,,,,,,,,,,,,,,,,,,烈焰骑士的标准装备，如火一般炙热,,,,,
1081011,风行者的远击,Eq_10801,,1,2,10,1081011,1,,,60,1,,115,110,,,,,1,,,,,,,,,,,,,,,,,,,风行者的标准装备，只有顶尖的游侠才有资格成为风行者,,,,,
1081012,风行者的护面,Eq_10802,,1,2,10,1081012,1,,,60,1,,116,110,,,,,1,,,,,,,,,,,,,,,,,,,风行者的标准装备，只有顶尖的游侠才有资格成为风行者,,,,,
1081013,风行者的肩甲,Eq_10803,,1,2,10,1081013,1,,,60,1,,116,110,,,,,1,,,,,,,,,,,,,,,,,,,风行者的标准装备，只有顶尖的游侠才有资格成为风行者,,,,,
1081014,风行者的战衣,Eq_10804,,1,2,10,1081014,1,,,60,1,,116,110,,,,,1,,,,,,,,,,,,,,,,,,,风行者的标准装备，只有顶尖的游侠才有资格成为风行者,,,,,
